"","End_of_Week","Year","Week","Region","State","City","Pneumonia_and_Flu_Deaths","All_Deaths","Ages_Less_Than_1","Ages_1_to_24","Ages_25_to_44","Ages_45_to_64","Ages_over_65","PRCP","TMAX","TMIN"
"2206",2004-04-10,2004,14,3,"IL","Chicago",24,341,19,7,22,86,205,0,57.2857142857143,33.5714285714286
"2207",2004-04-17,2004,15,3,"IL","Chicago",30,321,7,12,38,80,181,0.13,61.8571428571429,39
"2208",2004-04-24,2004,16,3,"IL","Chicago",32,386,8,7,35,103,231,0.59,64.8571428571429,43.4285714285714
"2209",2004-05-01,2004,17,3,"IL","Chicago",29,342,6,4,20,82,228,0.02,62.7142857142857,45.1428571428571
"2210",2004-05-08,2004,18,3,"IL","Chicago",21,351,10,9,27,108,196,0.1,66,41.7142857142857
"2211",2004-05-15,2004,19,3,"IL","Chicago",27,323,7,9,38,80,189,1.83,77.1428571428571,54.2857142857143
"2212",2004-05-22,2004,20,3,"IL","Chicago",15,342,10,10,29,84,209,3.52,74.8571428571429,50.4285714285714
"2213",2004-05-29,2004,21,3,"IL","Chicago",36,344,7,10,30,71,225,0.12,69.2857142857143,48.2857142857143
"2214",2004-06-05,2004,22,3,"IL","Chicago",23,280,5,7,23,71,174,1.67,71.2857142857143,51.2857142857143
"2215",2004-06-12,2004,23,3,"IL","Chicago",14,306,3,9,33,77,184,1.6,82.2857142857143,62.7142857142857
"2216",2004-06-19,2004,24,3,"IL","Chicago",28,296,8,16,26,71,175,0.23,78.8571428571429,60.7142857142857
"2217",2004-06-26,2004,25,3,"IL","Chicago",21,308,7,10,29,84,178,0.95,73.2857142857143,53.4285714285714
"2218",2004-07-03,2004,26,3,"IL","Chicago",23,296,6,10,25,75,177,1.34,81.1428571428571,58
"2219",2004-07-10,2004,27,3,"IL","Chicago",14,269,9,16,24,76,143,1.01,77.2857142857143,61.5714285714286
"2220",2004-07-17,2004,28,3,"IL","Chicago",28,346,9,15,33,96,192,0,83.5714285714286,63.7142857142857
"2221",2004-07-24,2004,29,3,"IL","Chicago",17,332,3,4,34,90,200,0.22,81.2857142857143,63.2857142857143
"2222",2004-07-31,2004,30,3,"IL","Chicago",23,367,7,12,37,107,204,0.11,78.7142857142857,60
"2223",2004-08-07,2004,31,3,"IL","Chicago",14,263,10,12,28,63,149,1.47,80.7142857142857,61.2857142857143
"2224",2004-08-14,2004,32,3,"IL","Chicago",23,326,10,11,31,87,187,0,71,55.4285714285714
"2225",2004-08-21,2004,33,3,"IL","Chicago",27,376,11,11,30,94,230,0.51,76.5714285714286,54.4285714285714
"2226",2004-08-28,2004,34,3,"IL","Chicago",24,338,10,12,27,95,194,3.32,80.4285714285714,63
"2227",2004-09-04,2004,35,3,"IL","Chicago",18,295,7,13,27,90,157,0,79.8571428571429,57.1428571428571
"2228",2004-09-11,2004,36,3,"IL","Chicago",14,302,8,13,27,80,172,0.07,77.8571428571429,57
"2229",2004-09-18,2004,37,3,"IL","Chicago",17,329,6,8,22,98,189,0.19,80.1428571428571,58.2857142857143
"2230",2004-09-25,2004,38,3,"IL","Chicago",22,315,9,13,30,76,187,0,80.1428571428571,52.5714285714286
"2231",2004-10-02,2004,39,3,"IL","Chicago",19,292,10,16,17,59,190,0.21,69,44
"2232",2004-10-09,2004,40,3,"IL","Chicago",23,306,7,8,22,93,176,0.71,68.4285714285714,41.8571428571429
"2233",2004-10-16,2004,41,3,"IL","Chicago",17,244,6,7,15,65,151,0.18,57.7142857142857,44
"2234",2004-10-23,2004,42,3,"IL","Chicago",31,334,7,9,27,96,195,1.17,58.4285714285714,44.8571428571429
"2235",2004-10-30,2004,43,3,"IL","Chicago",21,362,11,8,24,81,237,0.58,67.5714285714286,49
"2236",2004-11-06,2004,44,3,"IL","Chicago",24,315,10,6,27,78,194,1.67,54.1428571428571,43
"2237",2004-11-13,2004,45,3,"IL","Chicago",16,297,6,6,26,78,181,0,51.8571428571429,34.5714285714286
"2238",2004-11-20,2004,46,3,"IL","Chicago",27,376,11,9,27,91,237,0.48,55.5714285714286,42.4285714285714
"2239",2004-11-27,2004,47,3,"IL","Chicago",14,293,25,9,19,79,159,1.55,44.7142857142857,31.4285714285714
"2240",2004-12-04,2004,48,3,"IL","Chicago",34,355,6,10,20,79,239,0.58,38.4285714285714,28.4285714285714
"2241",2004-12-11,2004,49,3,"IL","Chicago",26,371,29,8,24,101,207,1.08,45.7142857142857,35.5714285714286
"2242",2004-12-18,2004,50,3,"IL","Chicago",22,289,5,8,22,79,175,0.02,36.2857142857143,21.1428571428571
"2243",2004-12-25,2004,51,3,"IL","Chicago",12,342,16,6,23,74,165,0.02,20.7142857142857,7.14285714285714
"2244",2005-01-01,2004,52,3,"IL","Chicago",9,302,3,11,30,76,181,0.34,40.7142857142857,22.1428571428571
"2245",2005-01-08,2005,1,3,"IL","Chicago",18,349,3,4,20,97,225,1.06,34,23.4285714285714
"2246",2005-01-15,2005,2,3,"IL","Chicago",19,331,10,7,28,85,201,1.65,34.7142857142857,20.2857142857143
"2247",2005-01-22,2005,3,3,"IL","Chicago",22,275,4,7,15,59,190,0.9,22.5714285714286,11.4285714285714
"2248",2005-01-29,2005,4,3,"IL","Chicago",26,374,3,9,25,93,243,0.08,30.7142857142857,13.7142857142857
"2249",2005-02-05,2005,5,3,"IL","Chicago",35,361,5,5,26,81,242,0,41.5714285714286,22.1428571428571
"2250",2005-02-12,2005,6,3,"IL","Chicago",22,269,6,3,17,68,174,0.23,40.1428571428571,28.4285714285714
"2251",2005-02-19,2005,7,3,"IL","Chicago",65,475,11,13,34,93,322,1.02,37,25.8571428571429
"2252",2005-02-26,2005,8,3,"IL","Chicago",33,405,3,4,40,98,259,0.42,36.4285714285714,26.2857142857143
"2253",2005-03-05,2005,9,3,"IL","Chicago",36,299,3,7,19,86,184,0.55,35.4285714285714,21.8571428571429
"2254",2005-03-12,2005,10,3,"IL","Chicago",33,386,12,7,36,85,245,0.24,41,23
"2255",2005-03-19,2005,11,3,"IL","Chicago",34,387,10,8,29,93,244,0.19,41.4285714285714,24.8571428571429
"2256",2005-03-26,2005,12,3,"IL","Chicago",39,439,9,11,46,113,257,0.4,42,28
"2257",2005-04-02,2005,13,3,"IL","Chicago",25,346,10,6,30,86,213,0.8,61.1428571428571,34.7142857142857
"2258",2005-04-09,2005,14,3,"IL","Chicago",33,358,4,8,30,83,233,0.03,67.2857142857143,38.7142857142857
"2259",2005-04-16,2005,15,3,"IL","Chicago",29,335,8,9,40,94,184,0.63,66.1428571428571,39.8571428571429
"2260",2005-04-23,2005,16,3,"IL","Chicago",26,313,12,8,25,77,190,0.69,65,44.2857142857143
"2261",2005-04-30,2005,17,3,"IL","Chicago",28,315,1,13,26,78,197,0,57.2857142857143,38
"2262",2005-05-07,2005,18,3,"IL","Chicago",25,320,6,4,24,105,181,0.03,59,38.4285714285714
"2263",2005-05-14,2005,19,3,"IL","Chicago",24,326,8,8,21,85,203,0.58,71.4285714285714,49.4285714285714
"2264",2005-05-21,2005,20,3,"IL","Chicago",18,318,8,6,32,83,187,1.27,67.5714285714286,47.4285714285714
"2265",2005-05-28,2005,21,3,"IL","Chicago",20,335,12,13,35,83,192,0.11,71.2857142857143,50.7142857142857
"2266",2005-06-04,2005,22,3,"IL","Chicago",20,308,9,6,28,74,191,0.4,75.8571428571429,51.1428571428571
"2267",2005-06-11,2005,23,3,"IL","Chicago",26,375,7,11,34,93,228,0.29,88.8571428571429,66.2857142857143
"2268",2005-06-18,2005,24,3,"IL","Chicago",27,325,11,11,25,91,187,0.03,77,59.8571428571429
"2269",2005-06-25,2005,25,3,"IL","Chicago",25,365,9,9,44,108,191,0,88.2857142857143,61.1428571428571
"2270",2005-07-02,2005,26,3,"IL","Chicago",18,246,8,4,20,57,156,0.04,87.7142857142857,67.8571428571429
"2271",2005-07-09,2005,27,3,"IL","Chicago",28,317,7,10,32,91,177,0.1,84.8571428571429,61.1428571428571
"2272",2005-07-16,2005,28,3,"IL","Chicago",16,277,6,15,21,83,150,0.03,88.2857142857143,68.1428571428571
"2273",2005-07-23,2005,29,3,"IL","Chicago",22,343,24,12,31,71,205,0.63,89.8571428571429,67.4285714285714
"2274",2005-07-30,2005,30,3,"IL","Chicago",14,304,6,7,27,94,170,1.19,85.2857142857143,63.5714285714286
"2275",2005-08-06,2005,31,3,"IL","Chicago",21,354,9,15,35,88,207,0,89,67.7142857142857
"2276",2005-08-13,2005,32,3,"IL","Chicago",21,343,8,11,26,97,201,0.87,86.2857142857143,65.8571428571429
"2277",2005-08-20,2005,33,3,"IL","Chicago",17,301,20,19,34,77,150,1.6,83.4285714285714,64.1428571428571
"2278",2005-08-27,2005,34,3,"IL","Chicago",15,333,13,7,30,78,205,0,78.8571428571429,62.4285714285714
"2279",2005-09-03,2005,35,3,"IL","Chicago",29,323,3,6,37,87,189,0,82.7142857142857,62
"2280",2005-09-10,2005,36,3,"IL","Chicago",18,277,2,5,35,69,166,0.07,86.4285714285714,61.8571428571429
"2281",2005-09-17,2005,37,3,"IL","Chicago",18,324,13,8,32,78,192,0.52,81,60.7142857142857
"2282",2005-09-24,2005,38,3,"IL","Chicago",19,315,6,12,32,79,185,1.34,80,59.2857142857143
"2283",2005-10-01,2005,39,3,"IL","Chicago",21,283,13,4,22,81,162,0.73,71.8571428571429,50.4285714285714
"2284",2005-10-08,2005,40,3,"IL","Chicago",23,371,34,12,28,101,196,0.94,73.7142857142857,56.7142857142857
"2285",2005-10-15,2005,41,3,"IL","Chicago",25,337,8,11,27,99,192,0,65.7142857142857,49.2857142857143
"2286",2005-10-22,2005,42,3,"IL","Chicago",16,288,9,12,22,77,167,0.13,63.2857142857143,43.1428571428571
"2287",2005-10-29,2005,43,3,"IL","Chicago",18,265,5,1,21,63,173,0.23,53.4285714285714,34
"2288",2005-11-05,2005,44,3,"IL","Chicago",26,298,7,10,29,69,181,0.39,63.7142857142857,45.4285714285714
"2289",2005-11-12,2005,45,3,"IL","Chicago",21,255,1,6,29,64,154,0.85,60.5714285714286,38.5714285714286
"2290",2005-11-19,2005,46,3,"IL","Chicago",22,370,12,10,48,104,196,0.22,45.8571428571429,27.1428571428571
"2291",2005-11-26,2005,47,3,"IL","Chicago",22,378,12,10,48,105,203,0.15,41.5714285714286,24
"2292",2005-12-03,2005,48,3,"IL","Chicago",24,337,6,11,27,88,205,0.88,37.8571428571429,25.4285714285714
"2293",2005-12-10,2005,49,3,"IL","Chicago",18,309,5,11,24,86,183,0.51,23.5714285714286,6.57142857142857
"2294",2005-12-17,2005,50,3,"IL","Chicago",23,259,4,1,18,69,167,0.11,29,17.1428571428571
"2295",2005-12-24,2005,51,3,"IL","Chicago",29,353,5,13,35,102,198,0.28,26.8571428571429,12.5714285714286
"2296",2005-12-31,2005,52,3,"IL","Chicago",18,360,6,10,24,88,232,0.37,38.7142857142857,32.5714285714286
"2297",2006-01-07,2006,1,3,"IL","Chicago",26,305,5,6,29,77,186,0.42,39.8571428571429,32.5714285714286
"2298",2006-01-14,2006,2,3,"IL","Chicago",25,374,13,8,42,100,209,0.77,43.7142857142857,31.4285714285714
"2299",2006-01-21,2006,3,3,"IL","Chicago",26,370,11,9,30,104,216,0.82,43.5714285714286,25.8571428571429
"2300",2006-01-28,2006,4,3,"IL","Chicago",23,336,10,8,26,88,204,0.48,40.5714285714286,27
"2301",2006-02-04,2006,5,3,"IL","Chicago",23,333,9,11,35,66,212,0.8,42,30.8571428571429
"2302",2006-02-11,2006,6,3,"IL","Chicago",17,320,6,7,30,81,196,0.1,33.8571428571429,21.2857142857143
"2303",2006-02-18,2006,7,3,"IL","Chicago",29,329,8,12,24,90,195,1.19,33.7142857142857,16.1428571428571
"2304",2006-02-25,2006,8,3,"IL","Chicago",24,243,11,8,19,73,132,0,38.1428571428571,16.4285714285714
"2305",2006-03-04,2006,9,3,"IL","Chicago",31,342,19,11,26,111,175,0,37.8571428571429,23.7142857142857
"2306",2006-03-11,2006,10,3,"IL","Chicago",50,443,22,17,37,102,264,1.63,49.4285714285714,33.1428571428571
"2307",2006-03-18,2006,11,3,"IL","Chicago",33,463,29,13,53,118,247,0.67,46,29.1428571428571
"2308",2006-03-25,2006,12,3,"IL","Chicago",30,255,5,5,16,71,158,0.12,41.8571428571429,27.4285714285714
"2309",2006-04-01,2006,13,3,"IL","Chicago",22,339,9,8,28,98,196,0.28,54.2857142857143,34.7142857142857
"2310",2006-04-08,2006,14,3,"IL","Chicago",25,340,5,12,33,80,209,1.15,54.8571428571429,35
"2311",2006-04-15,2006,15,3,"IL","Chicago",28,308,12,7,20,79,189,0.09,72.2857142857143,47.2857142857143
"2312",2006-04-22,2006,16,3,"IL","Chicago",39,323,10,9,29,73,202,1.03,67.4285714285714,47.1428571428571
"2313",2006-04-29,2006,17,3,"IL","Chicago",26,363,7,13,38,103,202,0.39,65,37.8571428571429
"2314",2006-05-06,2006,18,3,"IL","Chicago",35,364,9,9,34,84,228,1.31,63.8571428571429,49.8571428571429
"2315",2006-05-13,2006,19,3,"IL","Chicago",22,326,11,8,29,89,189,1.02,63.5714285714286,44
"2316",2006-05-20,2006,20,3,"IL","Chicago",22,323,12,10,33,72,196,0.47,65.2857142857143,44.2857142857143
"2317",2006-05-27,2006,21,3,"IL","Chicago",28,356,10,12,34,85,215,0.41,74.7142857142857,49.4285714285714
"2318",2006-06-03,2006,22,3,"IL","Chicago",21,316,3,7,24,81,201,1.38,83,63.4285714285714
"2319",2006-06-10,2006,23,3,"IL","Chicago",19,336,11,8,38,78,201,1.66,77,53.8571428571429
"2320",2006-06-17,2006,24,3,"IL","Chicago",24,345,7,14,29,90,205,0.04,79.4285714285714,58.4285714285714
"2321",2006-06-24,2006,25,3,"IL","Chicago",18,353,12,11,36,83,211,0.24,81.1428571428571,61.5714285714286
"2322",2006-07-01,2006,26,3,"IL","Chicago",22,313,12,12,40,78,170,2.11,79.5714285714286,58.8571428571429
"2323",2006-07-08,2006,27,3,"IL","Chicago",15,234,3,10,31,72,118,0.57,80.8571428571429,61.2857142857143
"2324",2006-07-15,2006,28,3,"IL","Chicago",25,357,10,12,38,92,205,0.39,84.5714285714286,69
"2325",2006-07-22,2006,29,3,"IL","Chicago",33,388,9,17,40,118,204,2.57,85.7142857142857,67.5714285714286
"2326",2006-07-29,2006,30,3,"IL","Chicago",22,376,12,15,52,97,198,0.07,88.7142857142857,68.8571428571429
"2327",2006-08-05,2006,31,3,"IL","Chicago",25,333,8,12,35,97,181,0.81,91.8571428571429,72.1428571428571
"2328",2006-08-12,2006,32,3,"IL","Chicago",16,369,17,11,40,116,185,0.01,81.4285714285714,68.2857142857143
"2329",2006-08-19,2006,33,3,"IL","Chicago",25,330,4,7,40,91,188,0.86,84.4285714285714,62.7142857142857
"2330",2006-08-26,2006,34,3,"IL","Chicago",22,275,6,4,32,74,159,0.62,83.5714285714286,63
"2331",2006-09-02,2006,35,3,"IL","Chicago",10,272,7,7,28,83,147,0.75,75.1428571428571,63.7142857142857
"2332",2006-09-09,2006,36,3,"IL","Chicago",19,282,3,11,25,77,165,0.58,77.7142857142857,58.4285714285714
"2333",2006-09-16,2006,37,3,"IL","Chicago",8,293,6,12,30,74,171,2.35,71.1428571428571,58.5714285714286
"2334",2006-09-23,2006,38,3,"IL","Chicago",22,303,10,12,30,72,179,2.73,68.2857142857143,50.2857142857143
"2335",2006-09-30,2006,39,3,"IL","Chicago",24,366,7,14,36,108,199,0.19,66,45.4285714285714
"2336",2006-10-07,2006,40,3,"IL","Chicago",25,330,12,13,34,72,199,1.41,70.5714285714286,49
"2337",2006-10-14,2006,41,3,"IL","Chicago",25,352,7,9,23,92,221,0.55,55.5714285714286,38.7142857142857
"2338",2006-10-21,2006,42,3,"IL","Chicago",20,382,7,14,51,99,211,1.47,54.8571428571429,41.2857142857143
"2339",2006-10-28,2006,43,3,"IL","Chicago",18,309,6,8,25,99,171,0.61,47.2857142857143,34.5714285714286
"2340",2006-11-04,2006,44,3,"IL","Chicago",19,357,9,16,37,105,190,0,49.8571428571429,29.5714285714286
"2341",2006-11-11,2006,45,3,"IL","Chicago",14,271,8,8,26,83,146,1.4,55.1428571428571,40.8571428571429
"2342",2006-11-18,2006,46,3,"IL","Chicago",30,397,7,13,34,101,242,0.02,43.7142857142857,35.4285714285714
"2343",2006-11-25,2006,47,3,"IL","Chicago",24,257,4,12,40,74,127,0.01,52.4285714285714,30.5714285714286
"2344",2006-12-02,2006,48,3,"IL","Chicago",23,327,5,9,19,98,196,3.45,49.5714285714286,35
"2345",2006-12-09,2006,49,3,"IL","Chicago",25,351,9,4,44,100,194,0,26.1428571428571,10.1428571428571
"2346",2006-12-16,2006,50,3,"IL","Chicago",28,328,6,7,35,99,181,0.16,47.1428571428571,33.8571428571429
"2347",2006-12-23,2006,51,3,"IL","Chicago",27,385,13,11,34,104,223,1.58,46,32.7142857142857
"2348",2006-12-30,2006,52,3,"IL","Chicago",18,283,5,7,19,70,182,0,43,33
"2349",2007-01-06,2007,1,3,"IL","Chicago",28,338,8,7,34,87,202,0.92,47.7142857142857,34.4285714285714
"2350",2007-01-13,2007,2,3,"IL","Chicago",33,378,8,4,39,110,217,0.26,39.1428571428571,27.1428571428571
"2351",2007-01-20,2007,3,3,"IL","Chicago",37,320,5,9,37,101,168,0.64,27.8571428571429,17.2857142857143
"2352",2007-01-27,2007,4,3,"IL","Chicago",36,369,10,13,34,82,230,0.08,30.7142857142857,20.7142857142857
"2353",2007-02-03,2007,5,3,"IL","Chicago",29,349,5,8,30,99,207,0.03,19.1428571428571,5.28571428571429
"2354",2007-02-10,2007,6,3,"IL","Chicago",28,281,5,2,32,75,167,0.11,9.85714285714286,-3.71428571428571
"2355",2007-02-17,2007,7,3,"IL","Chicago",18,294,7,10,20,65,192,0.59,23.5714285714286,9.42857142857143
"2356",2007-02-24,2007,8,3,"IL","Chicago",30,330,11,7,31,88,193,0.43,37.4285714285714,21.8571428571429
"2357",2007-03-03,2007,9,3,"IL","Chicago",22,325,5,11,28,85,196,1.65,34.8571428571429,27.8571428571429
"2358",2007-03-10,2007,10,3,"IL","Chicago",30,349,16,9,31,102,191,0.36,37.5714285714286,20.1428571428571
"2359",2007-03-17,2007,11,3,"IL","Chicago",25,366,5,20,17,103,221,0.16,52.4285714285714,32
"2360",2007-03-24,2007,12,3,"IL","Chicago",37,357,8,11,31,105,202,1.26,56.8571428571429,37.7142857142857
"2361",2007-03-31,2007,13,3,"IL","Chicago",26,356,7,14,38,100,197,0.71,65.5714285714286,48.1428571428571
"2362",2007-04-07,2007,14,3,"IL","Chicago",29,303,2,8,33,74,186,0.24,47.8571428571429,31.7142857142857
"2363",2007-04-14,2007,15,3,"IL","Chicago",25,353,12,13,40,85,203,1.24,45.1428571428571,30.8571428571429
"2364",2007-04-21,2007,16,3,"IL","Chicago",37,394,7,5,29,110,243,0,63.2857142857143,36.8571428571429
"2365",2007-04-28,2007,17,3,"IL","Chicago",34,409,10,11,26,118,244,1.85,64.5714285714286,45.5714285714286
"2366",2007-05-05,2007,18,3,"IL","Chicago",35,349,1,23,47,87,191,0.16,69.8571428571429,48
"2367",2007-05-12,2007,19,3,"IL","Chicago",20,272,7,12,23,80,150,0.13,75.4285714285714,52
"2368",2007-05-19,2007,20,3,"IL","Chicago",22,336,13,10,33,99,181,0.52,74,48.7142857142857
"2369",2007-05-26,2007,21,3,"IL","Chicago",14,261,12,7,30,60,152,1.1,78.2857142857143,52.8571428571429
"2370",2007-06-02,2007,22,3,"IL","Chicago",23,310,7,11,37,87,168,0.28,81.8571428571429,60.7142857142857
"2371",2007-06-09,2007,23,3,"IL","Chicago",33,330,5,16,29,91,189,0.83,76.4285714285714,55.8571428571429
"2372",2007-06-16,2007,24,3,"IL","Chicago",25,312,9,6,29,77,190,0,87.1428571428571,61.1428571428571
"2373",2007-06-23,2007,25,3,"IL","Chicago",16,324,4,18,33,84,185,0.92,80.5714285714286,64.1428571428571
"2374",2007-06-30,2007,26,3,"IL","Chicago",24,258,3,9,27,68,151,0.31,81.7142857142857,62.4285714285714
"2375",2007-07-07,2007,27,3,"IL","Chicago",30,391,8,11,42,97,233,0.56,84,62.1428571428571
"2376",2007-07-14,2007,28,3,"IL","Chicago",16,233,6,12,21,71,122,0.73,85.1428571428571,65.1428571428571
"2377",2007-07-21,2007,29,3,"IL","Chicago",14,315,8,10,40,79,177,2.21,80.5714285714286,63
"2378",2007-07-28,2007,30,3,"IL","Chicago",21,252,9,14,27,66,136,0.36,82.4285714285714,65.1428571428571
"2379",2007-08-04,2007,31,3,"IL","Chicago",23,358,7,18,36,107,190,0.03,88.4285714285714,66.4285714285714
"2380",2007-08-11,2007,32,3,"IL","Chicago",29,347,6,14,30,90,206,3.11,87.5714285714286,70.7142857142857
"2381",2007-08-18,2007,33,3,"IL","Chicago",22,299,7,11,29,78,174,1.02,79.5714285714286,64.5714285714286
"2382",2007-08-25,2007,34,3,"IL","Chicago",23,257,6,9,23,66,152,5.54,81.2857142857143,67.1428571428571
"2383",2007-09-01,2007,35,3,"IL","Chicago",16,200,10,9,25,47,109,0,81,60.8571428571429
"2384",2007-09-08,2007,36,3,"IL","Chicago",16,288,6,13,20,76,173,0.37,85.1428571428571,66.1428571428571
"2385",2007-09-15,2007,37,3,"IL","Chicago",21,392,7,11,35,117,222,0.36,71,49.5714285714286
"2386",2007-09-22,2007,38,3,"IL","Chicago",24,335,6,11,34,87,197,0,80.4285714285714,57
"2387",2007-09-29,2007,39,3,"IL","Chicago",28,359,10,10,37,93,208,0.36,79.4285714285714,55.1428571428571
"2388",2007-10-06,2007,40,3,"IL","Chicago",21,259,4,4,30,67,154,0.52,79.5714285714286,58.8571428571429
"2389",2007-10-13,2007,41,3,"IL","Chicago",19,230,2,6,21,64,137,0,67.5714285714286,50
"2390",2007-10-20,2007,42,3,"IL","Chicago",19,294,4,6,15,77,192,0.81,69.2857142857143,51.5714285714286
"2391",2007-10-27,2007,43,3,"IL","Chicago",19,341,8,9,34,94,195,0.5,62.1428571428571,46.7142857142857
"2392",2007-11-03,2007,44,3,"IL","Chicago",28,323,11,12,31,87,181,0,58.7142857142857,36.7142857142857
"2393",2007-11-10,2007,45,3,"IL","Chicago",22,319,10,10,33,94,171,0.01,49.1428571428571,33.4285714285714
"2394",2007-11-17,2007,46,3,"IL","Chicago",31,361,12,13,23,87,226,0.1,52.2857142857143,34.8571428571429
"2395",2007-11-24,2007,47,3,"IL","Chicago",13,180,1,2,16,51,110,1.15,43.5714285714286,32.4285714285714
"2396",2007-12-01,2007,48,3,"IL","Chicago",0,4,1,0,0,0,3,0.63,37.7142857142857,23.2857142857143
"2397",2007-12-08,2007,49,3,"IL","Chicago",31,325,9,8,25,82,201,0.72,30.7142857142857,16.2857142857143
"2398",2007-12-15,2007,50,3,"IL","Chicago",9,240,6,3,21,70,136,0.86,31.8571428571429,24
"2399",2007-12-22,2007,51,3,"IL","Chicago",33,353,5,9,23,95,221,0.4,35.5714285714286,23.8571428571429
"2400",2007-12-29,2007,52,3,"IL","Chicago",20,287,5,10,24,71,177,0.59,38.1428571428571,22.7142857142857
"2401",2008-01-05,2008,1,3,"IL","Chicago",28,310,6,6,28,85,185,0.34,31,15.1428571428571
"2402",2008-01-12,2008,2,3,"IL","Chicago",13,202,2,4,19,65,112,1.01,48.7142857142857,34.8571428571429
"2403",2008-01-19,2008,3,3,"IL","Chicago",25,307,9,13,24,85,175,0.1,28,12.8571428571429
"2404",2008-01-26,2008,4,3,"IL","Chicago",32,272,7,11,22,77,154,0.3,20.2857142857143,4
"2405",2008-02-02,2008,5,3,"IL","Chicago",32,319,8,7,18,88,198,0.61,32.1428571428571,12.1428571428571
"2406",2008-02-09,2008,6,3,"IL","Chicago",24,355,9,3,26,92,225,1.28,35.8571428571429,25.4285714285714
"2407",2008-02-16,2008,7,3,"IL","Chicago",27,301,8,5,23,76,189,0.14,23.5714285714286,5.71428571428571
"2408",2008-02-23,2008,8,3,"IL","Chicago",27,314,5,5,24,88,192,1.12,27.8571428571429,13.4285714285714
"2409",2008-03-01,2008,9,3,"IL","Chicago",28,287,7,7,24,72,177,0.85,31.7142857142857,19.2857142857143
"2410",2008-03-08,2008,10,3,"IL","Chicago",40,366,7,11,32,71,245,0.69,37.5714285714286,21
"2411",2008-03-15,2008,11,3,"IL","Chicago",36,349,7,16,28,79,219,0,45,26.8571428571429
"2412",2008-03-22,2008,12,3,"IL","Chicago",34,330,7,13,28,100,182,0.74,40.8571428571429,29.8571428571429
"2413",2008-03-29,2008,13,3,"IL","Chicago",43,390,10,6,28,95,251,0.47,45.5714285714286,29.1428571428571
"2414",2008-04-05,2008,14,3,"IL","Chicago",23,328,6,6,38,87,191,0.93,54.2857142857143,35
"2415",2008-04-12,2008,15,3,"IL","Chicago",25,271,6,7,26,64,167,1.71,53.2857142857143,38
"2416",2008-04-19,2008,16,3,"IL","Chicago",44,365,8,10,48,93,206,0.1,61.8571428571429,39.7142857142857
"2417",2008-04-26,2008,17,3,"IL","Chicago",25,324,5,7,31,81,200,0.3,72.5714285714286,46.2857142857143
"2418",2008-05-03,2008,18,3,"IL","Chicago",32,336,7,12,39,89,189,1.69,57.8571428571429,39.5714285714286
"2419",2008-05-10,2008,19,3,"IL","Chicago",15,308,6,8,25,89,180,0.76,67,43.8571428571429
"2420",2008-05-17,2008,20,3,"IL","Chicago",24,298,9,6,31,90,162,1.17,64.8571428571429,43.7142857142857
"2421",2008-05-24,2008,21,3,"IL","Chicago",33,343,12,7,31,102,191,0,61.4285714285714,43.2857142857143
"2422",2008-05-31,2008,22,3,"IL","Chicago",27,229,3,5,18,69,133,0.89,70.5714285714286,47.4285714285714
"2423",2008-06-07,2008,23,3,"IL","Chicago",20,234,3,7,23,72,129,1.27,80.8571428571429,60
"2424",2008-06-14,2008,24,3,"IL","Chicago",31,290,5,9,23,85,167,1.77,83,63.7142857142857
"2425",2008-06-21,2008,25,3,"IL","Chicago",19,284,8,15,22,80,159,0.28,78.7142857142857,57.4285714285714
"2426",2008-06-28,2008,26,3,"IL","Chicago",29,329,11,11,27,96,184,0.28,81.8571428571429,62
"2427",2008-07-05,2008,27,3,"IL","Chicago",26,278,7,10,26,78,157,0.78,78.8571428571429,57.2857142857143
"2428",2008-07-12,2008,28,3,"IL","Chicago",26,324,9,10,25,94,186,1.85,85,65.7142857142857
"2429",2008-07-19,2008,29,3,"IL","Chicago",28,381,12,15,38,112,204,1.65,85.1428571428571,66.8571428571429
"2430",2008-07-26,2008,30,3,"IL","Chicago",18,235,5,9,18,56,146,0.87,82.1428571428571,63.4285714285714
"2431",2008-08-02,2008,31,3,"IL","Chicago",21,324,5,13,29,100,176,1.24,86.2857142857143,67.1428571428571
"2432",2008-08-09,2008,32,3,"IL","Chicago",15,264,2,6,26,84,144,2.43,83.2857142857143,65.1428571428571
"2433",2008-08-16,2008,33,3,"IL","Chicago",10,218,5,8,19,60,126,0.06,78.1428571428571,60.8571428571429
"2434",2008-08-23,2008,34,3,"IL","Chicago",23,289,6,6,31,74,172,0.09,83.4285714285714,66.2857142857143
"2435",2008-08-30,2008,35,3,"IL","Chicago",25,300,10,8,23,94,164,0.1,80.2857142857143,61.7142857142857
"2436",2008-09-06,2008,36,3,"IL","Chicago",15,298,3,10,32,99,152,2.93,80.2857142857143,60.5714285714286
"2437",2008-09-13,2008,37,3,"IL","Chicago",29,339,6,12,28,98,195,8.24,72.7142857142857,56.5714285714286
"2438",2008-09-20,2008,38,3,"IL","Chicago",25,298,7,12,19,82,175,1.44,74.4285714285714,54.7142857142857
"2439",2008-09-27,2008,39,3,"IL","Chicago",19,319,4,15,36,82,182,0.2,80.2857142857143,58.5714285714286
"2440",2008-10-04,2008,40,3,"IL","Chicago",32,327,15,10,28,100,174,0.83,62,47
