"","End_of_Week","Year","Week","Region","State","City","Pneumonia_and_Flu_Deaths","All_Deaths","Ages_Less_Than_1","Ages_1_to_24","Ages_25_to_44","Ages_45_to_64","Ages_over_65","PRCP","TMAX","TMIN"
"1161",1984-03-31,1984,13,3,"IL","Chicago",11,499,19,24,32,135,289,0.18,44.7142857142857,27.7142857142857
"1162",1984-04-07,1984,14,3,"IL","Chicago",15,450,14,11,26,119,280,0.58,50.8571428571429,31.5714285714286
"1163",1984-04-14,1984,15,3,"IL","Chicago",12,514,10,12,35,103,354,0.75,53.5714285714286,37.2857142857143
"1164",1984-04-21,1984,16,3,"IL","Chicago",15,492,14,9,40,116,313,0.84,48.7142857142857,35.4285714285714
"1165",1984-04-28,1984,17,3,"IL","Chicago",17,488,11,14,43,104,316,1.47,61.7142857142857,42.7142857142857
"1166",1984-05-05,1984,18,3,"IL","Chicago",16,511,30,18,49,116,298,0.74,60.5714285714286,39
"1167",1984-05-12,1984,19,3,"IL","Chicago",11,609,24,20,39,136,390,0.04,65.2857142857143,43.1428571428571
"1168",1984-05-19,1984,20,3,"IL","Chicago",12,425,9,13,45,113,245,0.5,72.8571428571429,44.8571428571429
"1169",1984-05-26,1984,21,3,"IL","Chicago",14,513,24,12,49,130,298,2.65,70.2857142857143,51.2857142857143
"1170",1984-06-02,1984,22,3,"IL","Chicago",8,541,20,14,32,132,343,1.03,68.2857142857143,44.7142857142857
"1171",1984-06-09,1984,23,3,"IL","Chicago",7,423,16,8,34,104,261,0.32,85.1428571428571,62.5714285714286
"1172",1984-06-16,1984,24,3,"IL","Chicago",8,512,15,26,47,117,307,0.27,79.5714285714286,56.8571428571429
"1173",1984-06-23,1984,25,3,"IL","Chicago",18,520,36,22,47,123,292,1.1,83.4285714285714,62.8571428571429
"1174",1984-06-30,1984,26,3,"IL","Chicago",13,515,24,20,44,128,299,0.33,77.7142857142857,55.4285714285714
"1175",1984-07-07,1984,27,3,"IL","Chicago",8,390,6,15,34,101,234,0.16,80.2857142857143,52.4285714285714
"1176",1984-07-14,1984,28,3,"IL","Chicago",10,547,28,19,42,153,305,1.15,88.7142857142857,62.2857142857143
"1177",1984-07-21,1984,29,3,"IL","Chicago",10,408,4,8,34,101,261,1.68,82.7142857142857,59.2857142857143
"1178",1984-07-28,1984,30,3,"IL","Chicago",8,402,9,12,39,97,245,0.2,79.1428571428571,60.8571428571429
"1179",1984-08-04,1984,31,3,"IL","Chicago",9,508,32,16,44,112,304,0.05,85.8571428571429,58.1428571428571
"1180",1984-08-11,1984,32,3,"IL","Chicago",10,434,4,19,37,120,254,1.83,88.1428571428571,66
"1181",1984-08-18,1984,33,3,"IL","Chicago",10,480,9,35,40,131,265,0.1,83.1428571428571,58.2857142857143
"1182",1984-08-25,1984,34,3,"IL","Chicago",9,516,20,18,51,126,301,0.03,79.4285714285714,54.5714285714286
"1183",1984-09-01,1984,35,3,"IL","Chicago",26,567,52,24,46,116,329,0.17,89.2857142857143,60.4285714285714
"1184",1984-09-08,1984,36,3,"IL","Chicago",9,476,38,25,47,103,263,0.41,76.4285714285714,53.1428571428571
"1185",1984-09-15,1984,37,3,"IL","Chicago",16,497,12,17,45,116,307,1.1,74.4285714285714,56.4285714285714
"1186",1984-09-22,1984,38,3,"IL","Chicago",23,528,26,17,47,135,303,0.04,74.7142857142857,46.8571428571429
"1187",1984-09-29,1984,39,3,"IL","Chicago",4,327,12,7,33,98,177,2.21,63.5714285714286,42.8571428571429
"1188",1984-10-06,1984,40,3,"IL","Chicago",10,570,22,16,40,136,356,0.05,68.4285714285714,40.5714285714286
"1189",1984-10-13,1984,41,3,"IL","Chicago",13,408,15,12,39,101,241,0.26,67.2857142857143,56.8571428571429
"1190",1984-10-20,1984,42,3,"IL","Chicago",17,539,15,22,36,133,333,1.93,66,46.2857142857143
"1191",1984-10-27,1984,43,3,"IL","Chicago",11,480,8,12,32,138,290,0.44,59.1428571428571,38.5714285714286
"1192",1984-11-03,1984,44,3,"IL","Chicago",8,401,23,7,33,90,248,1.3,56.8571428571429,29.8571428571429
"1193",1984-11-10,1984,45,3,"IL","Chicago",11,407,2,10,26,102,267,0.57,54.4285714285714,33.7142857142857
"1194",1984-11-17,1984,46,3,"IL","Chicago",5,400,6,11,26,108,249,0,43.7142857142857,25.5714285714286
"1195",1984-11-24,1984,47,3,"IL","Chicago",13,339,4,8,34,78,215,0,42.1428571428571,22.1428571428571
"1196",1984-12-01,1984,48,3,"IL","Chicago",15,584,31,23,40,145,345,1.24,48,31
"1197",1984-12-08,1984,49,3,"IL","Chicago",16,547,36,27,45,130,309,0.12,31.2857142857143,14.4285714285714
"1198",1984-12-15,1984,50,3,"IL","Chicago",11,648,44,30,38,156,380,0.82,44.4285714285714,30.4285714285714
"1199",1984-12-22,1984,51,3,"IL","Chicago",17,514,16,15,38,133,312,0.62,40.8571428571429,23.4285714285714
"1200",1984-12-29,1984,52,3,"IL","Chicago",9,395,11,6,34,107,237,0.59,43,20.2857142857143
"1201",1985-01-05,1985,1,3,"IL","Chicago",21,597,32,18,44,128,375,1.38,28.2857142857143,11.4285714285714
"1202",1985-01-12,1985,2,3,"IL","Chicago",19,537,22,13,35,125,342,0.33,26.5714285714286,14.8571428571429
"1203",1985-01-19,1985,3,3,"IL","Chicago",25,600,15,20,41,131,393,0.32,21.8571428571429,2.57142857142857
"1204",1985-01-26,1985,4,3,"IL","Chicago",32,645,33,18,35,142,417,0.11,19.1428571428571,1.14285714285714
"1205",1985-02-02,1985,5,3,"IL","Chicago",30,706,19,21,48,155,463,0.11,18.2857142857143,-0.857142857142857
"1206",1985-02-09,1985,6,3,"IL","Chicago",29,681,31,18,49,152,431,0.33,19.2857142857143,-3
"1207",1985-02-16,1985,7,3,"IL","Chicago",31,674,19,18,48,158,431,0.81,23.1428571428571,11.5714285714286
"1208",1985-02-23,1985,8,3,"IL","Chicago",25,709,23,15,53,146,472,2.18,40.8571428571429,25.8571428571429
"1209",1985-03-02,1985,9,3,"IL","Chicago",5,338,19,15,32,77,195,0.17,40.1428571428571,27.5714285714286
"1210",1985-03-09,1985,10,3,"IL","Chicago",16,475,20,16,33,122,284,2.39,43.2857142857143,27.2857142857143
"1211",1985-03-16,1985,11,3,"IL","Chicago",25,574,35,15,34,133,357,0.27,50,30.8571428571429
"1212",1985-03-23,1985,12,3,"IL","Chicago",10,475,12,13,42,102,306,0.17,47.1428571428571,27.2857142857143
"1213",1985-03-30,1985,13,3,"IL","Chicago",17,581,29,22,55,136,339,1.61,53.5714285714286,37
"1214",1985-04-06,1985,14,3,"IL","Chicago",11,478,21,11,47,112,287,0.81,48.4285714285714,32.7142857142857
